acarrear	carretar	V
acarrear	carrexar	V
acarretar	carrexar	V
acartonar	acartonar	V
acatar	acatar	V
acatarrar	acatarrar	V
acaudalar	adiñeirar	V
acaudillar	acaudillar	V
acceder	acceder	V
accidentar	accidentar	V
accionar	accionar	V
acechar	asexar	V
acechar	axexar	V
acechar	esculcar	V
acechar	espreitar	V
acecinar	chacinar	V
aceitar	aceitar	V
acelerar	acelerar	V
acendrar	acendrar	V
acentuar	acentuar	V
aceptar	aceptar	V
acerar	aceirar	V
acercar	acercar	V
acercar	achegar	V
acercar	aconchegar	V
acertar	acertar	V
acertar	atinar	V
acetificar	acetificar	V
acetilar	acetilar	V
acetrinar	acitrinar	V
achabacanar	choqueirar	V
achacar	achacar	V
achaflanar	achafranar	V
achantar	achantar	V
achaparrar	achaparrar	V
acharolar	acharoar	V
achatar	achatar	V
achatarrar	achatarrar	V
achicar	achicar	V
achicharrar	torrar	V
achispar	enchispar	V
achochar	chochear	V
achubascar	anubrar	V
achuchar	esmagar	V
achulapar	chulear	V
achular	gabar	V
acicalar	acicalar	V
acidificar	acidificar	V
acidular	acidular	V
aciguatar	aseitar	V
aclamar	aclamar	V
aclarar	aclarar	V
aclarar	clarear	V
aclimatar	aclimatar	V
acobardar	acovardar	V
acocear	coucear	V
acochar	acochar	V
acodar	abacelar	V
acoderar	acoderar	V
acodiciar	acobizar	V
acodillar	acobadar	V
acoger	acoller	V
acoger	gorecer	V
acogotar	desnucar	V
acojonar	acolloar	V
acolar	acolar	V
acolchar	acolchar	V
acolchonar	acolchar	V
acollar	acolar	V
acollarar	aparellar	V
acollonar	intimidar	V
acombar	empenar	V
acometer	acometer	V
acomodar	acomodar	V
acomodar	axeitar	V
acompañar	acompañar	V
acompasar	compasar	V
acomplejar	cohibir	V
aconchabar	confabular	V
acondicionar	acondicionar	V
acongojar	aflixir	V
aconsejar	aconsellar	V
acontecer	acontecer	V
acopar	acopar	V
acopiar	amorear	V
acoplar	axustar	V
acoquinar	apoucar	V
acorazar	acoirazar	V
acorchar	encortizar	V
acordar	acordar	V
acordar	concordar	V
acordelar	acordelar	V
acordonar	acordoar	V
acornar	cornear	V
acornear	escornar	V
acorralar	acurralar	V
acortar	acurtar	V
acosar	acosar	V
acostar	deitar	V
acostumbrar	acostumar	V
acostumbrar	afacer	V
acotar	acoutar	V
acoyundar	peallar	V
acrecentar	acrecentar	V
acreditar	acreditar	V
acribillar	cribar	V
acriminar	incriminar	V
acrisolar	acrisolar	V
acristalar	acristalar	V
acristianar	acristianar	V
acromatizar	acromatizar	V
activar	activar	V
actualizar	actualizar	V
actuar	actuar	V
acuartelar	acuartelar	V
acuatizar	acuatizar	V
acuchillar	acoitelar	V
acuciar	aburar	V
acuclillar	anicar	V
acudir	acudir	V
acuitar	aflixir	V
acular	acuar	V
acumular	acumular	V
acuñar	acuñar	V
acunar	arrolar	V
acurrucar	aniñar	V
acusar	acusar	V
adamar	adamar	V
adamascar	adamascar	V
adaptar	adaptar	V
adecenar	adecenar	V
adecentar	arrombar	V
adecuar	adecuar	V
adehesar	adevesar	V
adelantar	adiantar	V
adelgazar	adelgazar	V
adensar	condensar	V
adentrar	penetrar	V
aderezar	aderezar	V
adeudar	deber	V
adherir	adherir	V
adiar	fixar	V
adicionar	engadir	V
adiestrar	adestrar	V
adinerar	enriquecer	V
adivinar	adiviñar	V
adjetivar	adxectivar	V
adjudicar	adxudicar	V
adjuntar	achegar	V
administrar	administrar	V
admirar	admirar	V
admitir	admitir	V
adobar	adobar	V
adoctrinar	adoutrinar	V
adolecer	adoecer	V
adoptar	adoptar	V
adoquinar	empedrar	V
adorar	adorar	V
adormecer	adormentar	V
adormilar	adormecer	V
adormitar	adurmiñar	V
adornar	adobiar	V
adornar	adornar	V
adosar	encostar	V
adquirir	adquirir	V
adscribir	adscribir	V
aducir	aducir	V
adueñar	apropiar	V
adular	adular	V
adulterar	adulterar	V
adulzar	adozar	V
adulzorar	adozar	V
adverbializar	adverbializar	V
advertir	advertir	V
advocar	advocar	V
aerotransportar	aerotransportar	V
afamar	afamar	V
afanar	afanar	V
afear	afear	V
afectar	afectar	V
afeitar	afeitar	V
afelpar	felpar	V
afeminar	efeminar	V
aferrar	aferrar	V
afianzar	afianzar	V
aficionar	afeccionar	V
afilar	afiar	V
afiliar	afiliar	V
afiligranar	afiligranar	V
afinar	afinar	V
afincar	fincar	V
afirmar	afirmar	V
aflautar	afrautar	V
aflojar	afrouxar	V
aflorar	aflorar	V
afofar	afofar	V
afondar	afondar	V
afoscar	afuscar	V
afrancesar	afrancesar	V
afrentar	afrontar	V
africanizar	africanizar	V
afrontar	afrontar	V
agabachar	agavachar	V
agachar	agachar	V
agarrar	agarrar	V
agarrar	apreixar	V
agarrar	termar	V
agarrotar	agarrotar	V
agasajar	agasallar	V
agavillar	engavelar	V
agazapar	acazapar	V
agenciar	axenciar	V
agigantar	axigantar	V
agilizar	axilizar	V
agitanar	axitanar	V
agitar	alborotar	V
agitar	axitar	V
aglomerar	aglomerar	V
aglutinar	aglutinar	V
agobiar	angustiar	V
agolpar	apiñar	V
agonizar	agonizar	V
agorgojar	abichar	V
agostar	agostar	V
agotar	esgotar	V
agraciar	agraciar	V
agradar	agradar	V
agradecer	agradecer	V
agrandar	agrandar	V
agravar	agravar	V
agraviar	agraviar	V
agredir	agredir	V
agregar	agregar	V
agremiar	agremiar	V
agriar	agrear	V
agrietar	gretar	V
agrisar	agrisar	V
agrupar	agrupar	V
aguantar	aguantar	V
aguantar	aturar	V
aguar	augar	V
aguardar	agardar	V
agudizar	agudizar	V
aguerrir	avezar	V
aguijar	aguillar	V
aguijonar	aguilloar	V
aguijonear	aguilloar	V
agujerear	furar	V
agusanar	avermar	V
aguzar	aguzar	V
aherrojar	agrilloar	V
aherrumbrar	enferruxar	V
ahijar	afillar	V
ahincar	afanar	V
ahitar	fartar	V
ahogar	abafar	V
ahogar	acorar	V
ahogar	afogar	V
ahogar	esganar	V
ahondar	profundar	V
ahorcar	aforcar	V
ahornar	enfornar	V
ahorrar	aforrar	V
ahuecar	baleirar	V
ahumar	afumar	V
ahuyentar	escorrentar	V
airar	airar	V
airear	airear	V
aislar	aillar	V
aislar	illar	V
ajustar	axustar	V
alabar	encomiar	V
alardear	alardear	V
alargar	alargar	V
alarmar	alarmar	V
albergar	albergar	V
alcanzar	alcanzar	V
alcanzar	atinxir	V
alegar	alegar	V
alegrar	aledar	V
alegrar	alegrar	V
alejar	afastar	V
alejar	arredar	V
alentar	alentar	V
alertar	alertar	V
aliar	aliar	V
aligerar	alixeirar	V
alimentar	alimentar	V
aliñar	aderezar	V
alinear	aliñar	V
alistar	alistar	V
aliviar	aliviar	V
allanar	achandar	V
almacenar	almacenar	V
almorzar	xantar	V
alojar	aloxar	V
alquilar	alugar	V
alterar	alterar	V
alternar	alternar	V
aludir	aludir	V
alumbrar	alumar	V
alumbrar	alumear	V
alzar	alzar	V
amamantar	aleitar	V
amancebar	arrexuntar	V
amanecer	alborecer	V
amanecer	alborexar	V
amanecer	amañecer	V
amanecer	amencer	V
amanecer	lumbrigar	V
amanecer	raiolar	V
amar	amar	V
amargar	amargar	V
amarrar	amarrar	V
ambicionar	ambicionar	V
ambientar	ambientar	V
amedrentar	amedrentar	V
amenazar	ameazar	V
amenizar	amenizar	V
amilanar	amedrentar	V
aminorar	minorar	V
amonestar	amoestar	V
amontonar	amontoar	V
amortiguar	amortecer	V
amortizar	amortizar	V
amparar	amparar	V
ampliar	ampliar	V
amputar	amputar	V
amueblar	amoblar	V
amurallar	amurallar	V
añadir	engadir	V
analizar	analizar	V
anclar	ancorar	V
andar	andar	V
anegar	alagar	V
anexar	anexar	V
anexionar	anexionar	V
anhelar	anhelar	V
anidar	aniñar	V
animar	afoutar	V
animar	animar	V
animar	arrufar	V
aniquilar	aniquilar	V
anochecer	anoitecer	V
añorar	estrañar	V
anotar	anotar	V
anquilosar	anquilosar	V
ansiar	ansiar	V
anteceder	anteceder	V
anteponer	antepoñer	V
anteponer	antepor	V
anticipar	anticipar	V
antojar	antollar	V
anular	anular	V
anunciar	anunciar	V
apaciguar	tranquilizar	V
apadrinar	apadriñar	V
apagar	apagar	V
apalabrar	apalabrar	V
apalear	mallar	V
aparcar	aparcar	V
aparecer	aparecer	V
aparejar	aparellar	V
aparentar	aparentar	V
apartar	apartar	V
apasionar	apaixonar	V
apear	apear	V
apegar	apegar	V
apelar	apelar	V
apercibir	apercibir	V
apetecer	apetecer	V
apetecer	degorar	V
apiñar	apiñar	V
aplacar	aplacar	V
aplastar	apisoar	V
aplastar	esmagar	V
aplaudir	aplaudir	V
aplazar	aprazar	V
aplicar	aplicar	V
apodar	alcumar	V
apoderar	apoderar	V
aportar	achegar	V
aportarcomoprueba	achegarcomoproba	V
apostar	apostar	V
apostillar	apostilar	V
apoyar	apoiar	V
apreciar	apreciar	V
apremiar	apremar	V
aprender	aprender	V
apresar	apresar	V
apresurar	apresurar	V
apresurar	bulir	V
apretar	apertar	V
apretar	calcar	V
aprobar	aprobar	V
apropiar	apropiar	V
aprovechar	aproveitar	V
aproximar	aproximar	V
apuñalar	apuñalar	V
apuntalar	apontoar	V
apuntar	apuntar	V
apurar	apurar	V
aquejar	afectar	V
arañar	rabuñar	V
arar	arar	V
arbitrar	arbitrar	V
archivar	arquivar	V
arder	arder	V
argüir	argüir	V
argumentar	argumentar	V
armar	armar	V
armonizar	harmonizar	V
arraigar	arraigar	V
arrancar	arrancar	V
arrancar	arrincar	V
arrancar	ripar	V
arrasar	acugular	V
arrasar	arrasar	V
arrastrar	arrastrar	V
arrebatar	arrebatar	V
arreciar	aumentar	V
arreglar	amañar	V
arreglar	arranxar	V
arreglar	aviar	V
arremeter	arremeter	V
arrendar	arrendar	V
arrepentir	arrepentir	V
arrestar	arrestar	V
arribar	arribar	V
arriesgar	arriscar	V
arrimar	acaroar	V
arrimar	arrimar	V
arrojar	arrebolar	V
arrojar	arroxar	V
arrojar	guindar	V
arrollar	arroiar	V
arropar	arroupar	V
arrugar	engurrar	V
arruinar	arruinar	V
articular	articular	V
asaltar	asaltar	V
asar	asar	V
ascender	ascender	V
ascender	gabear	V
asediar	asediar	V
asegurar	asegurar	V
asemejar	asemellar	V
asentar	asentar	V
asentir	asentir	V
asesinar	asasinar	V
asesorar	asesorar	V
asestar	asestar	V
aseverar	aseverar	V
asfaltar	asfaltar	V
asfixiar	asfixiar	V
asignar	asignar	V
asimilar	asimilar	V
asir	agarrar	V
asir	asir	V
asistir	asistir	V
asociar	asociar	V
asolar	arrasar	V
asolar	asolar	V
asomar	asomar	V
asombrar	abraiar	V
asombrar	asombrar	V
aspirar	aspirar	V
asumir	asumir	V
asustar	asustar	V
atacar	atacar	V
atajar	atallar	V
atañer	incumbir	V
atar	anoar	V
atar	atar	V
atardecer	atardecer	V
atascar	atascar	V
ataviar	ataviar	V
atemorizar	atemorizar	V
atemperar	temperar	V
atender	atender	V
atener	ater	V
atentar	atentar	V
atenuar	atenuar	V
aterrar	aterrar	V
aterrizar	aterrar	V
aterrorizar	aterrorizar	V
atesorar	atesourar	V
atestar	ateigar	V
atestiguar	testemuñar	V
atiborrar	abarrotar	V
atomizar	atomizar	V
atormentar	atormentar	V
atracar	atracar	V
atraer	atraer	V
atrapar	atrapar	V
atrasar	atrasar	V
atravesar	atravesar	V
atrever	atrever	V
atribuir	apoñer	V
atribuir	apor	V
atribuir	atribuír	V
atrincherar	atrincheirar	V
atropellar	atropelar	V
aturdir	abouxar	V
aturdir	aloular	V
aturdir	apampar	V
aturdir	aparvar	V
aturdir	atordar	V
augurar	augurar	V
aumentar	aumentar	V
aunar	axuntar	V
aupar	levantar	V
auscultar	auscultar	V
ausentar	ausentar	V
auspiciar	agoirar	V
auspiciar	auspiciar	V
autoengañar	autoenganar	V
autoinculpar	autoinculpar	V
autorizar	autorizar	V
auxiliar	auxiliar	V
avalar	avalar	V
avanzar	alancar	V
avanzar	avantar	V
avanzar	avanzar	V
avasallar	asoballar	V
avecinar	aveciñar	V
aventajar	avantaxar	V
aventurar	aventurar	V
avergonzar	avergoñar	V
averiguar	pescudar	V
avisar	avisar	V
avistar	avistar	V
avivar	avivar	V
ayudar	axudar	V
azotar	azoutar	V
bailar	bailar	V
bajar	baixar	V
balear	tirotear	V
bañar	bañar	V
barajar	barallar	V
barnizar	vernizar	V
barrer	varrer	V
barruntar	barruntar	V
basar	alicerzar	V
basar	basear	V
bastar	abastar	V
bastar	bastar	V
batir	bater	V
batir	bourar	V
batir	remexer	V
batir	zorregar	V
batir	zoupar	V
bautizar	bautizar	V
beber	beber	V
bendecir	bendicir	V
beneficiar	beneficiar	V
besar	beixar	V
besar	bicar	V
bifurcar	bifurcar	V
bloquear	bloquear	V
boicotear	boicotear	V
bombardear	bombardear	V
bombear	bombear	V
bonificar	bonificar	V
bordear	bordear	V
borrar	borrar	V
botar	botar	V
boyar	aboiar	V
brillar	brillar	V
brindar	brindar	V
bromear	chancear	V
broncear	broncear	V
brotar	abrollar	V
brotar	agromar	V
brotar	brotar	V
brotar	xermolar	V
bucear	mergullar	V
bullir	bulir	V
burlar	burlar	V
buscar	buscar	V
cabalgar	cabalgar	V
cabecear	cabecear	V
caber	caber	V
cachear	cachear	V
caducar	caducar	V
caer	caer	V
calar	calar	V
calcinar	calcinar	V
calcular	calcular	V
caldear	caldear	V
calentar	quentar	V
calibrar	calibrar	V
calificar	cualificar	V
callar	calar	V
callarse	calar	V
calmar	acougar	V
calmar	calmar	V
cambiar	cambiar	V
caminar	camiñar	V
campar	campar	V
camuflar	camuflar	V
canalizar	canalizar	V
cancelar	cancelar	V
canjear	trocar	V
cansar	cansar	V
cantar	cantar	V
capacitar	capacitar	V
capitalizar	capitalizar	V
capitanear	capitanear	V
captar	captar	V
capturar	capturar	V
caracterizar	caracterizar	V
carbonizar	carbonizar	V
carecer	carecer	V
cargar	cargar	V
casar	casar	V
casarse	casar	V
castigar	castigar	V
catalogar	catalogar	V
catar	catar	V
causar	causar	V
cautivar	cativar	V
cavar	cavar	V
cazar	cazar	V
cebar	cebar	V
ceder	ceder	V
cegar	cegar	V
celebrar	celebrar	V
cenar	cear	V
ceñir	cinguir	V
ceñir	cinxir	V
censar	censar	V
censurar	censurar	V
centralizar	centralizar	V
centrar	centrar	V
cercar	cercar	V
cercenar	cernar	V
cerner	cerner	V
cernir	cerner	V
cerrar	cerrar	V
cerrar	fechar	V
cerrar	pechar	V
certificar	certificar	V
cesar	cesar	V
charlar	charlar	V
chillar	berrar	V
chirriar	renxer	V
chocar	chocar	V
chulear	chulear	V
chupar	chuchar	V
chupar	chupar	V
chutar	xutar	V
cifrar	cifrar	V
cimentar	cimentar	V
circular	circular	V
circunscribir	circunscribir	V
citar	citar	V
civilizar	civilizar	V
clamar	clamar	V
clarificar	clarificar	V
clasificar	clasificar	V
clausurar	clausurar	V
clavar	chantar	V
clavar	cravar	V
clientelar	clientelar	V
clonar	clonar	V
cobijar	acubillar	V
cobrar	cobrar	V
cocer	cocer	V
cocinar	cociñar	V
codear	relacionar	V
codiciar	cobizar	V
coexistir	coexistir	V
cofinanciar	cofinanciar	V
coger	apañar	V
coger	coller	V
coincidir	coincidir	V
colaborar	colaborar	V
colapsar	colapsar	V
colar	coar	V
colar	colar	V
coleccionar	coleccionar	V
colectar	recadar	V
colgar	colgar	V
colgar	pendurar	V
colisionar	chocar	V
colmar	colmar	V
colocar	colocar	V
colorar	colorar	V
colorar	colorear	V
comandar	comandar	V
combatir	combater	V
combinar	combinar	V
comentar	comentar	V
comenzar	comezar	V
comer	comer	V
comercializar	comercializar	V
cometer	cometer	V
compactar	compactar	V
compaginar	compaxinar	V
comparar	comparar	V
comparar	confrontar	V
comparar	cotexar	V
comparecer	comparecer	V
compartir	compartir	V
compatibilizar	compatibilizar	V
compensar	compensar	V
competer	competer	V
competir	competir	V
complacer	chistar	V
complacer	compracer	V
complementar	complementar	V
completar	completar	V
complicar	complicar	V
componer	compoñer	V
componer	compor	V
comportar	comportar	V
comprar	comprar	V
comprender	comprender	V
comprimir	comprimir	V
comprobar	comprobar	V
comprometer	comprometer	V
computar	computar	V
comulgar	comulgar	V
comunicar	comunicar	V
concebir	concibir	V
conceder	conceder	V
concentrar	concentrar	V
concertar	concertar	V
concienciar	concienciar	V
conciliar	conciliar	V
concluir	concluír	V
concretar	concretar	V
concurrir	concorrer	V
concursar	concursar	V
condenar	condenar	V
condenaramuerte	condenarámorte	V
condicionar	condicionar	V
conducir	conducir	V
conectar	conectar	V
confeccionar	confeccionar	V
conferir	conferir	V
confesar	confesar	V
confiar	confiar	V
configurar	configurar	V
confinar	confinar	V
confirmar	confirmar	V
confiscar	confiscar	V
confluir	confluír	V
conformar	conformar	V
confortar	confortar	V
confrontar	confrontar	V
confundir	confundir	V
confundir	trabucar	V
congelar	conxelar	V
congratular	congratular	V
congregar	congregar	V
conjugar	conxugar	V
conjurar	conxurar	V
conllevar	levar	V
conmemorar	conmemorar	V
conminar	cominar	V
conmocionar	conmocionar	V
conmover	conmover	V
conocer	coñecer	V
conquistar	conquistar	V
consagrar	consagrar	V
conseguir	acadar	V
conseguir	conseguir	V
consensuar	acordar	V
consensuar	consensuar	V
consentir	consentir	V
conservar	conservar	V
considerar	considerar	V
consignar	consignar	V
consistir	consistir	V
consolar	consolar	V
consolidar	consolidar	V
conspirar	conspirar	V
constar	constar	V
constatar	constatar	V
consternar	consternar	V
constituir	constituír	V
construir	construír	V
consultar	consultar	V
consumar	consumar	V
consumir	consumir	V
consumir	corroer	V
contabilizar	contabilizar	V
contactar	contactar	V
contagiar	contaxiar	V
contaminar	contaminar	V
contar	contar	V
contemplar	contemplar	V
contemporizar	contemporizar	V
contender	contender	V
contener	conter	V
contentar	contentar	V
contestar	contestar	V
continuar	continuar	V
contraatacar	contraatacar	V
contradecir	contradicir	V
contraer	contraer	V
contraponer	contrapoñer	V
contraponer	contrapor	V
contrarrestar	contrarrestar	V
contrastar	contrastar	V
contratar	contratar	V
contribuir	contribuír	V
controlar	controlar	V
convencer	convencer	V
convenir	convir	V
converger	converxer	V
conversar	conversar	V
conversar	parolar	V
convertir	converter	V
convivir	convivir	V
convocar	convocar	V
cooperar	cooperar	V
coordinar	coordinar	V
copar	copar	V
copiar	copiar	V
corear	corear	V
coronar	coroar	V
corregir	corrixir	V
correr	correr	V
correr	descorrer	V
corresponder	corresponder	V
corroborar	corroborar	V
corromper	corromper	V
cortar	cortar	V
cosechar	colleitar	V
cosechar	cultivar	V
coser	coser	V
costar	custar	V
costear	custear	V
cotillear	rexoubar	V
cotizar	cotizar	V
crear	crear	V
crecer	crecer	V
crecer	medrar	V
creer	crer	V
criar	criar	V
crispar	crispar	V
cristalizar	cristalizar	V
criticar	criticar	V
cruzar	cruzar	V
cuadrar	cadrar	V
cuadriplicar	cuadriplicar	V
cuadruplicar	cuadriplicar	V
cuajar	callar	V
cuantificar	cuantificar	V
cubrir	cubrir	V
cuestionar	cuestionar	V
cuidar	coidar	V
culminar	culminar	V
culpar	culpar	V
cultivar	cultivar	V
cumplimentar	cumprimentar	V
cumplir	cumprir	V
cundir	render	V
curar	curar	V
curar	sandar	V
curiosear	esculcar	V
cursar	cursar	V
custodiar	custodiar	V
damnificar	damnificar	V
dañar	danar	V
dañar	magoar	V
dañar	mancar	V
danzar	danzar	V
dar	dar	V
datar	datar	V
deambular	deambular	V
debatir	debater	V
deber	deber	V
deber	haberde	V
debilitar	debilitar	V
debutar	debutar	V
decaer	decaer	V
decantar	decantar	V
decapitar	decapitar	V
decepcionar	decepcionar	V
decidir	decidir	V
decir	dicir	V
declarar	declarar	V
declinar	declinar	V
decomisar	comisar	V
decorar	decorar	V
decrecer	decrecer	V
decretar	decretar	V
dedicar	adicar	V
dedicar	dedicar	V
deducir	deducir	V
defender	defender	V
definir	definir	V
defraudar	defraudar	V
degollar	degolar	V
degradar	degradar	V
degustar	degustar	V
dejar	deixar	V
delatar	delatar	V
delegar	delegar	V
deleitar	deleitar	V
delimitar	delimitar	V
delinquir	delinquir	V
demandar	demandar	V
democratizar	democratizar	V
demoler	demoler	V
demorar	demorar	V
demostrar	demostrar	V
denegar	denegar	V
denominar	denominar	V
denostar	deostar	V
denotar	denotar	V
denunciar	denunciar	V
deparar	deparar	V
departir	departir	V
depender	depender	V
deponer	depoñer	V
deponer	depor	V
depositar	depositar	V
deprimir	deprimir	V
depurar	depurar	V
derivar	derivar	V
derogar	derrogar	V
derramar	derramar	V
derribar	derribar	V
derribar	derrubar	V
derribar	derruír	V
derrocar	derrocar	V
derrochar	malgastar	V
derrotar	derrotar	V
derrumbar	derrubar	V
desaconsejar	desaconsellar	V
desacreditar	desacreditar	V
desactivar	desactivar	V
desafiar	desafiar	V
desagradar	desagradar	V
desahogar	desafogar	V
desalojar	desaloxar	V
desamarrar	desamarrar	V
desanudar	desanoar	V
desaparecer	desaparecer	V
desaparecer	esvaecer	V
desaparecer	esvaer	V
desaprovechar	desaproveitar	V
desarmar	desarmar	V
desarrollar	desenvolver	V
desarticular	desarticular	V
desatar	desatar	V
desatascar	desatascar	V
desatender	desatender	V
desautorizar	desautorizar	V
desayunar	almorzar	V
desbancar	desbancar	V
desbaratar	desbaratar	V
desbloquear	desbloquear	V
desbordar	desbordar	V
desbordar	rebordar	V
desbrozar	rozar	V
descabalgar	descabalgar	V
descalabrar	mancar	V
descalificar	descualificar	V
descamisar	descamisar	V
descampar	escampar	V
descansar	descansar	V
descansar	folgar	V
descargar	descargar	V
descarrilar	descarrilar	V
descartar	desbotar	V
descartar	descartar	V
descender	descender	V
descentralizar	descentralizar	V
descifrar	descifrar	V
descolgar	descolgar	V
descomponer	descompoñer	V
descomponer	descompor	V
descomponer	esfurricar	V
desconcertar	desconcertar	V
desconectar	desconectar	V
desconfiar	desconfiar	V
descongestionar	desconxestionar	V
desconocer	descoñecer	V
descontar	descontar	V
desconvocar	desconvocar	V
describir	describir	V
descuartizar	descortizar	V
descubrir	descubrir	V
descuidar	descoidar	V
descuidar	desleixar	V
desdeñar	desdeñar	V
desdoblar	desdobrar	V
desdramatizar	desdramatizar	V
desear	degoar	V
desear	degoirar	V
desear	desexar	V
desear	devecer	V
desear	gorentar	V
desechar	refugar	V
desembarcar	desembarcar	V
desembocar	desembocar	V
desembolsar	desembolsar	V
desempeñar	desempeñar	V
desempolvar	desempoar	V
desencadenar	desencadear	V
desencajar	desencaixar	V
desenchufar	desenchufar	V
desenmascarar	desenmascarar	V
desenrollar	desenrolar	V
desentrañar	desentrañar	V
desenvolver	desenvolver	V
desequilibrar	desequilibrar	V
desertar	desertar	V
desesperar	desesperar	V
desestabilizar	desestabilizar	V
desestimar	desestimar	V
desfalcar	desfalcar	V
desfilar	desfilar	V
desgastar	desgastar	V
desgraciar	desgraciar	V
desgranar	debullar	V
desguazar	despezar	V
deshacer	desfacer	V
deshilachar	esfiañar	V
deshojar	esfollar	V
designar	designar	V
desinflar	desinflar	V
desistir	desistir	V
deslizar	deslizar	V
deslucir	deslucir	V
deslumbrar	cegar	V
desmantelar	desmantelar	V
desmarcar	desmarcar	V
desmentir	desmentir	V
desmontar	desmontar	V
desnivelar	desnivelar	V
desnudar	despir	V
desnudar	espir	V
desobedecer	desobedecer	V
desocupar	desocupar	V
desoír	desatender	V
desoír	desoír	V
desoír	desouvir	V
despachar	despachar	V
desparejar	desemparellar	V
desparramar	ciscar	V
desparramar	espallar	V
desparramar	esparexer	V
despedazar	esnaquizar	V
despedir	desempregar	V
despedir	despedir	V
despegar	despegar	V
despeinar	despeitear	V
despejar	despexar	V
desperdiciar	desperdiciar	V
despertar	despertar	V
despertar	espertar	V
despilfarrar	malgastar	V
despistar	despistar	V
desplazar	desprazar	V
desplegar	despregar	V
desplomar	esborrallar	V
despojar	desposuír	V
desposar	desposar	V
desposeer	desposuír	V
despotricar	baballoar	V
despreciar	desprezar	V
desprender	desprender	V
desprestigiar	desprestixiar	V
despuntar	despuntar	V
destacar	destacar	V
destacar	salientar	V
destapar	destapar	V
desterrar	desterrar	V
destilar	destilar	V
destinar	destinar	V
destituir	destituír	V
destronar	destronar	V
destrozar	destrozar	V
destrozar	esnaquizar	V
destruir	destruír	V
desvalijar	desvalixar	V
desvanecer	desvanecer	V
desvariar	desvariar	V
desvelar	desvelar	V
desvestir	desvestir	V
desviar	desviar	V
desvincular	desvincular	V
desvirtuar	desvirtuar	V
detallar	detallar	V
detectar	detectar	V
detener	coutar	V
detener	deter	V
deteriorar	deteriorar	V
determinar	determinar	V
detestar	aborrecer	V
detestar	detestar	V
detonar	detonar	V
devaluar	devaluar	V
devenir	devir	V
devolver	devolver	V
devorar	devorar	V
diagnosticar	diagnosticar	V
dialogar	dialogar	V
dibujar	debuxar	V
dictaminar	ditaminar	V
dictar	ditar	V
diferenciar	diferenciar	V
diferir	diferir	V
dificultar	dificultar	V
difundir	difundir	V
digerir	dixerir	V
digitalizar	dixitalizar	V
dignificar	dignificar	V
dilapidar	dilapidar	V
dilatar	dilatar	V
dilucidar	dilucidar	V
diluir	diluír	V
dimitir	dimitir	V
dinamitar	dinamitar	V
dinamizar	dinamizar	V
dirigir	dirixir	V
dirimir	dirimir	V
discrepar	discrepar	V
discriminar	discriminar	V
disculpar	desculpar	V
discurrir	argallar	V
discurrir	discorrer	V
discutir	discutir	V
discutir	rifar	V
diseñar	deseñar	V
disertar	disertar	V
disfrazar	disfrazar	V
disfrutar	gozar	V
disgustar	desgustar	V
disimular	disimular	V
disipar	disipar	V
disminuir	diminuír	V
disolver	disolver	V
disparar	disparar	V
disparatar	disparatar	V
disparatar	esbardallar	V
dispensar	dispensar	V
dispersar	dispersar	V
disponer	dispoñer	V
